Date,Open,High,Low,Close,Adj Close,Volume
2009-04-20,8128.939941,8128.939941,7840.450195,7841.72998,7841.72998,453660000
2009-04-21,7841.72998,7979.200195,7791.950195,7969.560059,7969.560059,424030000
2009-04-22,7964.779785,8044.830078,7868.009766,7886.569824,7886.569824,387030000
2009-04-23,7886.810059,7979.439941,7804.209961,7957.060059,7957.060059,327240000
2009-04-24,7957.450195,8127.5,7957.450195,8076.290039,8076.290039,402720000
2009-04-27,8073.819824,8122.560059,7987.160156,8025,8025,282990000
2009-04-28,8023.560059,8091.660156,7938.97998,8016.950195,8016.950195,274710000
2009-04-29,8018.310059,8257.570313,8017.910156,8185.72998,8185.72998,300340000
2009-04-30,8188.509766,8307.509766,8136.899902,8168.120117,8168.120117,341400000
2009-05-01,8167.410156,8219.80957,8099.310059,8212.410156,8212.410156,237360000
2009-05-04,8213.599609,8434.860352,8213.599609,8426.740234,8426.740234,354490000
2009-05-05,8425.549805,8458.120117,8362.780273,8410.650391,8410.650391,311490000
2009-05-06,8403.480469,8518.570313,8403,8512.280273,8512.280273,454480000
2009-05-07,8512.280273,8577.19043,8358,8409.849609,8409.849609,476640000
2009-05-08,8410.730469,8587.549805,8410.730469,8574.650391,8574.650391,428420000
2009-05-11,8569.230469,8569.230469,8410.330078,8418.769531,8418.769531,332630000
2009-05-12,8419.169922,8517.459961,8365.650391,8469.110352,8469.110352,334840000
2009-05-13,8461.799805,8462.040039,8262.429688,8284.889648,8284.889648,336930000
2009-05-14,8285.919922,8376.639648,8273.900391,8331.320313,8331.320313,323800000
2009-05-15,8326.219727,8394.959961,8230.169922,8268.639648,8268.639648,308820000
2009-05-18,8270.150391,8511.879883,8270.150391,8504.080078,8504.080078,288280000
2009-05-19,8502.480469,8538.009766,8463.540039,8474.849609,8474.849609,277710000
2009-05-20,8471.820313,8591.929688,8405.469727,8422.040039,8422.040039,468640000
2009-05-21,8416.070313,8416.150391,8221.009766,8292.129883,8292.129883,302280000
2009-05-22,8292.209961,8364.139648,8257.169922,8277.320313,8277.320313,244190000
2009-05-26,8277.320313,8495.709961,8226.900391,8473.490234,8473.490234,314760000
2009-05-27,8473.650391,8496.589844,8289.349609,8300.019531,8300.019531,285990000
2009-05-28,8300.5,8434.620117,8246.580078,8403.799805,8403.799805,290730000
2009-05-29,8404.040039,8522.950195,8368.519531,8500.330078,8500.330078,361910000
2009-06-01,8501.530273,8760.700195,8501.290039,8721.44043,8721.44043,354830000
2009-06-02,8721.599609,8787.129883,8693.719727,8740.870117,8740.870117,257560000
2009-06-03,8740.070313,8740.389648,8598.379883,8675.240234,8675.240234,252160000
2009-06-04,8675.280273,8751.25,8634.570313,8750.240234,8750.240234,237800000
2009-06-05,8751.75,8839.400391,8700.410156,8763.129883,8763.129883,254970000
2009-06-08,8759.349609,8823.969727,8633.070313,8764.490234,8764.490234,189630000
2009-06-09,8764.830078,8803.259766,8725.120117,8763.05957,8763.05957,187930000
2009-06-10,8763.660156,8834.929688,8639.950195,8739.019531,8739.019531,219920000
2009-06-11,8736.230469,8877.929688,8736.230469,8770.919922,8770.919922,249900000
2009-06-12,8770.009766,8805.530273,8716.730469,8799.259766,8799.259766,164020000
2009-06-15,8798.5,8798.5,8577.900391,8612.129883,8612.129883,230220000
2009-06-16,8612.44043,8643.650391,8499.379883,8504.669922,8504.669922,240690000
2009-06-17,8504.360352,8563.009766,8461.290039,8497.179688,8497.179688,237870000
2009-06-18,8496.730469,8590.519531,8475.120117,8555.599609,8555.599609,220050000
2009-06-19,8556.959961,8616.589844,8496.730469,8539.730469,8539.730469,528710000
2009-06-22,8538.519531,8538.830078,8334.549805,8339.009766,8339.009766,291240000
2009-06-23,8340.44043,8370.900391,8286.410156,8322.910156,8322.910156,237150000
2009-06-24,8323.509766,8428.410156,8259.879883,8299.860352,8299.860352,189430000
2009-06-25,8299.25,8490.459961,8259.429688,8472.400391,8472.400391,222540000
2009-06-26,8468.540039,8468.769531,8401.360352,8438.389648,8438.389648,307640000
2009-06-29,8440.129883,8533.230469,8429.089844,8529.379883,8529.379883,216480000
2009-06-30,8528.929688,8560.44043,8393.950195,8447,8447,233340000
2009-07-01,8447.530273,8580.469727,8447.530273,8504.05957,8504.05957,184600000
2009-07-02,8503,8503.230469,8280.740234,8280.740234,8280.740234,157800000
2009-07-06,8280.740234,8327.969727,8205.990234,8324.870117,8324.870117,206900000
2009-07-07,8324.950195,8326.30957,8154.379883,8163.600098,8163.600098,210880000
2009-07-08,8163.600098,8219.519531,8087.189941,8178.410156,8178.410156,325250000
2009-07-09,8179.009766,8228.669922,8145.310059,8183.169922,8183.169922,192660000
2009-07-10,8182.490234,8183.850098,8093.310059,8146.52002,8146.52002,174260000
2009-07-13,8146.52002,8331.679688,8130.419922,8331.679688,8331.679688,253520000
2009-07-14,8331.370117,8361.230469,8285.200195,8359.490234,8359.490234,189170000
2009-07-15,8363.950195,8628.230469,8363.950195,8616.209961,8616.209961,305000000
2009-07-16,8612.660156,8739.549805,8584.400391,8711.820313,8711.820313,216580000
2009-07-17,8711.889648,8754.290039,8674.410156,8743.94043,8743.94043,301410000
2009-07-20,8746.049805,8854.799805,8745.900391,8848.150391,8848.150391,213730000
2009-07-21,8848.150391,8927.129883,8811.269531,8915.94043,8915.94043,218910000
2009-07-22,8912.389648,8949.799805,8860.320313,8881.259766,8881.259766,199010000
2009-07-23,8882.30957,9096.719727,8866.44043,9069.290039,9069.290039,274760000
2009-07-24,9066.110352,9100.879883,9007.389648,9093.240234,9093.240234,214310000
2009-07-27,9093.089844,9123.400391,9034.519531,9108.509766,9108.509766,176830000
2009-07-28,9106.919922,9124.910156,9007.469727,9096.719727,9096.719727,198270000
2009-07-29,9092.339844,9094.830078,9014.19043,9070.719727,9070.719727,190510000
2009-07-30,9072.839844,9246.429688,9072.610352,9154.459961,9154.459961,232410000
2009-07-31,9154.610352,9218.769531,9133.450195,9171.610352,9171.610352,265570000
2009-08-03,9173.650391,9298.429688,9173.650391,9286.55957,9286.55957,221690000
2009-08-04,9285.049805,9321.099609,9250.740234,9320.19043,9320.19043,195990000
2009-08-05,9315.360352,9318.080078,9206.450195,9280.969727,9280.969727,236610000
2009-08-06,9277.19043,9325.110352,9208.799805,9256.259766,9256.259766,244450000
2009-08-07,9258.450195,9437.709961,9258.450195,9370.070313,9370.070313,216600000
2009-08-10,9368.410156,9371.959961,9290.339844,9337.950195,9337.950195,161370000
2009-08-11,9334.330078,9334.330078,9216.879883,9241.450195,9241.450195,171380000
2009-08-12,9236.05957,9424.110352,9221.019531,9361.610352,9361.610352,197420000
2009-08-13,9362.290039,9406.5,9305.30957,9398.19043,9398.19043,145620000
2009-08-14,9398.040039,9401.969727,9232.830078,9321.400391,9321.400391,172780000
2009-08-17,9313.849609,9313.849609,9116.519531,9135.339844,9135.339844,207100000
2009-08-18,9134.360352,9233.509766,9134.360352,9217.94043,9217.94043,158530000
2009-08-19,9208.679688,9313.089844,9131.94043,9279.160156,9279.160156,176910000
2009-08-20,9278.549805,9363.950195,9267.969727,9350.049805,9350.049805,151740000
2009-08-21,9347.860352,9519.110352,9347.25,9505.959961,9505.959961,293530000
2009-08-24,9506.179688,9587.730469,9486.230469,9509.280273,9509.280273,190590000
2009-08-25,9509.209961,9620,9508.980469,9539.290039,9539.290039,173890000
2009-08-26,9538.610352,9582.969727,9485.780273,9543.519531,9543.519531,154660000
2009-08-27,9541.629883,9609.719727,9459.400391,9580.629883,9580.629883,163980000
2009-08-28,9582.740234,9630.200195,9495.980469,9544.200195,9544.200195,205770000
2009-08-31,9542.910156,9543.05957,9436.129883,9496.280273,9496.280273,201600000
2009-09-01,9492.320313,9557.950195,9292.080078,9310.599609,9310.599609,267680000
2009-09-02,9306.209961,9330.929688,9262.299805,9280.669922,9280.669922,175200000
2009-09-03,9282.030273,9350.269531,9252.929688,9344.610352,9344.610352,168750000
2009-09-04,9345.360352,9445.719727,9321.629883,9441.269531,9441.269531,152400000
2009-09-08,9440.129883,9511.019531,9439.980469,9497.339844,9497.339844,202370000
2009-09-09,9496.589844,9577.219727,9476.179688,9547.219727,9547.219727,190820000
2009-09-10,9546.540039,9633,9508.219727,9627.480469,9627.480469,234130000
2009-09-11,9625.44043,9649.849609,9571.55957,9605.410156,9605.410156,196760000
2009-09-14,9598.080078,9631.110352,9535.959961,9626.799805,9626.799805,196480000
2009-09-15,9626.419922,9713.709961,9580.929688,9683.410156,9683.410156,224030000
2009-09-16,9683.709961,9799.719727,9679.179688,9791.709961,9791.709961,241270000
2009-09-17,9789.820313,9854.580078,9749.459961,9783.919922,9783.919922,225470000
2009-09-18,9784.75,9847.709961,9784.679688,9820.200195,9820.200195,424930000
2009-09-21,9818.610352,9818.69043,9725.879883,9778.860352,9778.860352,172830000
2009-09-22,9779.610352,9843.400391,9771.910156,9829.870117,9829.870117,194620000
2009-09-23,9830.629883,9917.990234,9740.839844,9748.549805,9748.549805,233330000
2009-09-24,9749.990234,9805.389648,9666.030273,9707.44043,9707.44043,201890000
2009-09-25,9706.679688,9735.929688,9641.009766,9665.19043,9665.19043,189350000
2009-09-28,9663.230469,9823.669922,9663.230469,9789.360352,9789.360352,163780000
2009-09-29,9789.740234,9834.480469,9739.110352,9742.200195,9742.200195,154000000
2009-09-30,9741.830078,9776.820313,9608.589844,9712.280273,9712.280273,268390000
2009-10-01,9711.599609,9711.669922,9500.370117,9509.280273,9509.280273,266990000
2009-10-02,9507.620117,9524.780273,9430.080078,9487.669922,9487.669922,219750000
2009-10-05,9488.730469,9625.05957,9481.089844,9599.75,9599.75,173850000
2009-10-06,9601.259766,9774.320313,9601.259766,9731.25,9731.25,206020000
2009-10-07,9725.69043,9740.320313,9675.620117,9725.580078,9725.580078,167650000
2009-10-08,9728.219727,9836.669922,9728.070313,9786.870117,9786.870117,209580000
2009-10-09,9786.040039,9865.009766,9764.879883,9864.94043,9864.94043,161120000
2009-10-12,9865.240234,9931.820313,9849.370117,9885.799805,9885.799805,158850000
2009-10-13,9883.980469,9895.089844,9815.05957,9871.05957,9871.05957,211510000
2009-10-14,9873.549805,10027.73047,9873.480469,10015.86035,10015.86035,284810000
2009-10-15,10014.87988,10062.94043,9977.469727,10062.94043,10062.94043,252480000
2009-10-16,10061.36035,10061.66016,9939.910156,9995.910156,9995.910156,307770000
2009-10-19,9996.669922,10117.95996,9995.150391,10092.19043,10092.19043,186240000
2009-10-20,10092.41992,10098.38965,9992.80957,10041.48047,10041.48047,214500000
2009-10-21,10038.83984,10119.46973,9943.759766,9949.360352,9949.360352,251050000
2009-10-22,9946.179688,10105.19043,9916.780273,10081.30957,10081.30957,231900000
2009-10-23,10099.90039,10109.57031,9932.5,9972.179688,9972.179688,305670000
2009-10-26,9972.330078,10072.32031,9849.450195,9867.959961,9867.959961,270050000
2009-10-27,9868.339844,9947.540039,9837.959961,9882.169922,9882.169922,237060000
2009-10-28,9881.110352,9902.419922,9758.080078,9762.69043,9762.69043,257370000
2009-10-29,9762.910156,9969.910156,9759.129883,9962.580078,9962.580078,248950000
2009-10-30,9961.519531,9962.129883,9684.540039,9712.730469,9712.730469,327980000
2009-11-02,9712.129883,9858.589844,9678.950195,9789.44043,9789.44043,242460000
2009-11-03,9787.469727,9787.469727,9703.889648,9771.910156,9771.910156,231520000
2009-11-04,9767.299805,9928.040039,9767.139648,9802.139648,9802.139648,224130000
2009-11-05,9807.799805,10013.07031,9807.799805,10005.95996,10005.95996,211040000
2009-11-06,10001.34961,10044.5,9936.80957,10023.41992,10023.41992,181010000
2009-11-09,10020.62012,10228.23047,10020.62012,10226.94043,10226.94043,227470000
2009-11-10,10223.00977,10260.79981,10197.69043,10246.96973,10246.96973,193950000
2009-11-11,10247.41992,10341.96973,10246.13965,10291.25977,10291.25977,166920000
2009-11-12,10289.82031,10321.63965,10171.24023,10197.46973,10197.46973,183810000
2009-11-13,10197.84961,10305.69043,10192.03027,10270.46973,10270.46973,167280000
2009-11-16,10267.53027,10434.24023,10267.4502,10406.95996,10406.95996,202570000
2009-11-17,10404.76953,10438.16992,10361.99023,10437.41992,10437.41992,158320000
2009-11-18,10426.26953,10432.66016,10360.09961,10426.30957,10426.30957,166340000
2009-11-19,10425.33008,10425.33008,10256.11035,10332.44043,10332.44043,196250000
2009-11-20,10327.91016,10342.71973,10271.67969,10318.16016,10318.16016,230430000
2009-11-23,10320.12988,10495.61035,10320.04981,10450.9502,10450.9502,182350000
2009-11-24,10451.25,10453.96973,10359.58008,10433.70996,10433.70996,163750000
2009-11-25,10432.95996,10481.48047,10420.94043,10464.40039,10464.40039,130080000
2009-11-27,10452.23047,10452.23047,10231.25,10309.91992,10309.91992,130290000
2009-11-30,10309.76953,10364.33984,10263.29004,10344.83984,10344.83984,223580000
2009-12-01,10343.82031,10501.28027,10343.44043,10471.58008,10471.58008,190220000
2009-12-02,10470.44043,10513.51953,10421.46973,10452.67969,10452.67969,159500000
2009-12-03,10455.62988,10507.62988,10350.04981,10366.15039,10366.15039,243970000
2009-12-04,10368.57031,10516.7002,10311.80957,10388.90039,10388.90039,460660000
2009-12-07,10386.86035,10443.16016,10360.17969,10390.11035,10390.11035,196580000
2009-12-08,10385.41992,10385.65039,10249.83984,10285.96973,10285.96973,221770000
2009-12-09,10282.84961,10342.26953,10235.62988,10337.04981,10337.04981,188610000
2009-12-10,10336,10444.59961,10335.76953,10405.83008,10405.83008,195910000
2009-12-11,10403.41016,10484.04981,10400.08008,10471.5,10471.5,179970000
2009-12-14,10471.28027,10514.66016,10471.28027,10501.04981,10501.04981,154360000
2009-12-15,10499.30957,10499.30957,10426.69043,10452,10452,187560000
2009-12-16,10449.80957,10509.96973,10427.58984,10441.12012,10441.12012,208310000
2009-12-17,10439.99023,10440.05957,10307.95996,10308.25977,10308.25977,198860000
2009-12-18,10309.38965,10372.34961,10263.90039,10328.88965,10328.88965,480080000
2009-12-21,10330.09961,10458.04981,10329.79981,10414.13965,10414.13965,164470000
2009-12-22,10414.66992,10479.82031,10414.58984,10464.92969,10464.92969,135080000
2009-12-23,10464.32031,10492.05957,10437.79981,10466.44043,10466.44043,112460000
2009-12-24,10467.12012,10522.05957,10461.67969,10520.08984,10520.08984,52670000
2009-12-28,10517.91016,10551.61035,10506.33984,10547.08008,10547.08008,102010000
2009-12-29,10547.83008,10580.33008,10544.28027,10545.41016,10545.41016,92890000
2009-12-30,10544.36035,10550.7002,10505.66016,10548.50977,10548.50977,110160000
2009-12-31,10548.50977,10555.00977,10423.12988,10428.04981,10428.04981,137940000
2010-01-04,10430.69043,10604.96973,10430.69043,10583.95996,10583.95996,179780000
2010-01-05,10584.55957,10584.55957,10522.51953,10572.01953,10572.01953,188540000
2010-01-06,10564.71973,10594.99023,10546.54981,10573.67969,10573.67969,186040000
2010-01-07,10571.11035,10612.37012,10505.20996,10606.86035,10606.86035,217390000
2010-01-08,10606.40039,10619.40039,10554.33008,10618.19043,10618.19043,172710000
2010-01-11,10620.30957,10676.23047,10591.58984,10663.99023,10663.99023,182050000
2010-01-12,10662.86035,10663.08008,10568.83984,10627.25977,10627.25977,256050000
2010-01-13,10628.08984,10709.25977,10614.49023,10680.76953,10680.76953,202810000
2010-01-14,10680.16016,10723.76953,10666.86035,10710.54981,10710.54981,201320000
2010-01-15,10706.99023,10709.94043,10561.05957,10609.65039,10609.65039,362930000
2010-01-19,10608.37012,10729.88965,10591.96973,10725.42969,10725.42969,192150000
2010-01-20,10719.69043,10719.91992,10517.29981,10603.15039,10603.15039,203270000
2010-01-21,10603.91016,10614.94043,10374.69043,10389.87988,10389.87988,304290000
2010-01-22,10389.58008,10389.58008,10157.63965,10172.98047,10172.98047,323620000
2010-01-25,10175.09961,10256.87012,10171.76953,10196.86035,10196.86035,215330000
2010-01-26,10195.34961,10285.12988,10155.59961,10194.29004,10194.29004,217300000
2010-01-27,10194.29004,10255.05957,10104.36035,10236.16016,10236.16016,262170000
2010-01-28,10236.91992,10258.83008,10055.08008,10120.45996,10120.45996,240050000
2010-01-29,10122.04004,10239.33984,10043.75,10067.33008,10067.33008,316900000
2010-02-01,10068.99023,10190.88965,10068.91016,10185.53027,10185.53027,198430000
2010-02-02,10186.12988,10314.83984,10173.58984,10296.84961,10296.84961,237140000
2010-02-03,10291.73047,10307.2002,10231.92969,10270.54981,10270.54981,198940000
2010-02-04,10273.12012,10273.12012,9998.030273,10002.17969,10002.17969,304240000
2010-02-05,10003.69043,10031.95996,9835.089844,10012.23047,10012.23047,308320000
2010-02-08,10005.42969,10028.55957,9904.089844,9908.389648,9908.389648,216270000
2010-02-09,9910.280273,10139.42969,9910.05957,10058.63965,10058.63965,236210000
2010-02-10,10055.45996,10085.54004,9962.959961,10038.37988,10038.37988,178600000
2010-02-11,10037.84961,10161.57031,9976.709961,10144.19043,10144.19043,194470000
2010-02-12,10137.23047,10137.38965,9983.820313,10099.13965,10099.13965,296510000
2010-02-16,10100.80957,10279.54004,10100.80957,10268.80957,10268.80957,234900000
2010-02-17,10261.48047,10320.12988,10261.48047,10309.24023,10309.24023,193270000
2010-02-18,10309.38965,10406.58008,10294.50977,10392.90039,10392.90039,185310000
2010-02-19,10387.76953,10438.54981,10339.16992,10402.34961,10402.34961,241750000
2010-02-22,10402.42969,10433.63965,10368.9502,10383.37988,10383.37988,158440000
2010-02-23,10383.16016,10411.12012,10267.83008,10282.41016,10282.41016,190740000
2010-02-24,10284,10393.50977,10283.92969,10374.16016,10374.16016,181450000
2010-02-25,10366.59961,10366.67969,10185.83008,10321.03027,10321.03027,242550000
2010-02-26,10321.41016,10353.4502,10272.29004,10325.25977,10325.25977,282120000
2010-03-01,10326.09961,10413.99023,10326.09961,10403.79004,10403.79004,173750000
2010-03-02,10404.16016,10456.91992,10389.42969,10405.98047,10405.98047,217180000
2010-03-03,10406.28027,10469.54004,10376.58008,10396.75977,10396.75977,183290000
2010-03-04,10396.53027,10452.37988,10390.86035,10444.13965,10444.13965,165740000
2010-03-05,10445.12988,10571.94043,10445.04981,10566.2002,10566.2002,184270000
2010-03-08,10563.78027,10587.74023,10542.38965,10552.51953,10552.51953,171780000
2010-03-09,10552.24023,10612.59961,10533.92969,10564.37988,10564.37988,219860000
2010-03-10,10560.12988,10601.79004,10526.51953,10567.33008,10567.33008,186570000
2010-03-11,10560.98047,10611.83984,10507.16992,10611.83984,10611.83984,150000000
2010-03-12,10611.76953,10644.9502,10594.83984,10624.69043,10624.69043,166140000
2010-03-15,10623.41016,10644.19043,10570.50977,10642.15039,10642.15039,160570000
2010-03-16,10642.53027,10693.99023,10621.90039,10685.98047,10685.98047,227410000
2010-03-17,10686.36035,10767.98047,10686.36035,10733.66992,10733.66992,194190000
2010-03-18,10733.44043,10784,10728.15039,10779.16992,10779.16992,153280000
2010-03-19,10780,10819.90039,10694.21973,10741.98047,10741.98047,434190000
2010-03-22,10741,10809.84961,10695.12988,10785.88965,10785.88965,157200000
2010-03-23,10787.17969,10893.88965,10784.75977,10888.83008,10888.83008,189140000
2010-03-24,10887.62012,10887.83984,10825.41992,10836.15039,10836.15039,195570000
2010-03-25,10837.50977,10955.48047,10834.19043,10841.20996,10841.20996,200330000
2010-03-26,10841.29004,10909.37988,10816.42969,10850.36035,10850.36035,175490000
2010-03-29,10849.23047,10916.63965,10849.23047,10895.86035,10895.86035,136710000
2010-03-30,10895.01953,10940.21973,10866.83008,10907.41992,10907.41992,148810000
2010-03-31,10907.33984,10907.41992,10832.83008,10856.62988,10856.62988,197060000
2010-04-01,10857.30957,10956.38965,10857.30957,10927.07031,10927.07031,159520000
2010-04-05,10927.4502,10988.05957,10923.96973,10973.54981,10973.54981,139480000
2010-04-06,10972.49023,10987.37988,10927.51953,10969.99023,10969.99023,159960000
2010-04-07,10961.9502,10962.66016,10845.4502,10897.51953,10897.51953,187000000
2010-04-08,10896.99023,10949.36035,10844.08984,10927.07031,10927.07031,158930000
2010-04-09,10926.91992,11000.98047,10926.91992,10997.34961,10997.34961,150660000
2010-04-12,10996.75,11029.76953,10992.20996,11005.96973,11005.96973,153960000
2010-04-13,11006.71973,11038.91992,10947.76953,11019.41992,11019.41992,183950000
2010-04-14,11020.7002,11125.21973,11020.62988,11123.11035,11123.11035,223920000
2010-04-15,11122.95996,11154.54981,11096.2002,11144.57031,11144.57031,203720000
2010-04-16,11143.66016,11153.79004,10973.91992,11018.66016,11018.66016,373950000
2010-04-19,11018.36035,11095.29981,10977.84961,11092.04981,11092.04981,214850000
2010-04-20,11093.11035,11146.08008,11081.46973,11117.05957,11117.05957,175170000
2010-04-21,11116.91016,11153.71973,11071.33984,11124.91992,11124.91992,188880000
2010-04-22,11119.78027,11149.86035,11016.40039,11134.29004,11134.29004,214700000
2010-04-23,11132.17969,11205.63965,11105.65039,11204.28027,11204.28027,207380000
2010-04-26,11205.11035,11258.00977,11187.65039,11205.03027,11205.03027,191920000
2010-04-27,11203.66992,11218.86035,10973.16992,10991.99023,10991.99023,263400000
2010-04-28,10988.87012,11078.51953,10965.37988,11045.26953,11045.26953,236760000
2010-04-29,11045.63965,11197.32031,11041.63965,11167.32031,11167.32031,194310000
2010-04-30,11168.23047,11197.92969,10999.69043,11008.61035,11008.61035,255130000
2010-05-03,11009.59961,11177.66992,11009.59961,11151.83008,11151.83008,178080000
2010-05-04,11149.48047,11149.48047,10869.25,10926.76953,10926.76953,242100000
2010-05-05,10918.40039,10946.79004,10814.83984,10866.83008,10866.83008,218830000
2010-05-06,10868.12012,10879.75977,9869.620117,10520.32031,10520.32031,459890000
2010-05-07,10519.41992,10579.12012,10241.23047,10380.42969,10380.42969,428730000
2010-05-10,10386.17969,10835.16992,10386.03027,10785.13965,10785.13965,313350000
2010-05-11,10780,10874.54004,10685.37988,10748.25977,10748.25977,223950000
2010-05-12,10742.15039,10909.08008,10742.15039,10896.91016,10896.91016,196630000
